riskAllele,pValue,pValueAnnotation,riskFrequency,orValue,beta,ci,mappedGenes,traitName,efoTraits
rs732381-?,7e-11,-,NR,-,-,-,CACNA1I,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs746839-?,3e-08,-,NR,-,-,-,"MIR1302-7,C8orf90","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs760648-?,1e-08,-,NR,-,-,-,TCF20,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs778353-?,2e-11,-,NR,-,-,-,NGEF,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs832190-?,4e-09,-,NR,-,-,-,THOC7,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs880090-?,1e-09,-,NR,-,-,-,GMIP,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs915057-?,3e-09,-,NR,-,-,-,"SYNE2,ESR2","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2801578-?,3e-08,-,NR,-,-,-,PDE4B,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs1226412-?,2e-08,-,NR,-,-,-,LINC01876,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs1484144-?,4e-09,-,NR,-,-,-,"NAA11,LINC01088","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs1501361-?,4e-08,-,NR,-,-,-,HCN1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs1518367-?,1e-11,-,NR,-,-,-,PLCL1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs1615350-?,5e-10,-,NR,-,-,-,MPHOSPH9,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs1702294-?,3e-16,-,NR,-,-,-,MIR137HG,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs1730054-?,6e-10,-,NR,-,-,-,RSRC1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs1806153-?,1e-09,-,NR,-,-,-,PAUPAR,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs1950829-?,2e-08,-,NR,-,-,-,LRFN5,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2003490-?,2e-08,-,NR,-,-,-,RPS6KL1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs12552-?,1e-08,-,NR,-,-,-,OLFM4,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2057884-?,4e-10,-,NR,-,-,-,SRPK2,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs174592-?,6e-09,-,NR,-,-,-,FADS2,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2103655-?,1e-09,-,NR,-,-,-,"PPP1R16B,ACTR5","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2300861-?,8e-09,-,NR,-,-,-,AKAP6,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2332700-?,5e-10,-,NR,-,-,-,RGS6,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2388334-?,1e-11,-,NR,-,-,-,"EIF4EBP2P3,MIR2113","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2391734-?,2e-08,-,NR,-,-,-,"LINC02790,RNU1-130P","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2391769-?,8e-09,-,NR,-,-,-,"EEF1A1P11,RN7SL831P","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2414718-?,1e-08,-,NR,-,-,-,"LINC02349,RORA","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2514218-?,2e-11,-,NR,-,-,-,"DRD2,TMPRSS5","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2522831-?,2e-08,-,NR,-,-,-,PCLO,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2693698-?,3e-10,-,NR,-,-,-,BCL11B,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs1002656-?,1e-08,-,NR,-,-,-,"FTLP18,GRIK3","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2842198-?,1e-08,-,NR,-,-,-,"HYI-AS1,PTPRF","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2910032-?,4e-08,-,NR,-,-,-,LINC01470,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs3001723-?,7e-14,-,NR,-,-,-,PTPRF,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
